Entity,Code,Day,people_fully_vaccinated
Lithuania,LTU,2021-03-01,73471
Lithuania,LTU,2021-03-02,74066
Lithuania,LTU,2021-03-03,76262
Lithuania,LTU,2021-03-04,81259
Lithuania,LTU,2021-03-05,85878
Lithuania,LTU,2021-03-06,86020
Lithuania,LTU,2021-03-07,86021
Lithuania,LTU,2021-03-08,86981
Lithuania,LTU,2021-03-09,88347
Lithuania,LTU,2021-03-10,90901
Lithuania,LTU,2021-03-11,91576
Lithuania,LTU,2021-03-12,98547
Lithuania,LTU,2021-03-13,99261
Lithuania,LTU,2021-03-14,99261
Lithuania,LTU,2021-03-15,100185
Luxembourg,LUX,2021-01-25,1245
Luxembourg,LUX,2021-01-26,1245
Luxembourg,LUX,2021-01-27,1342
Luxembourg,LUX,2021-01-28,1483
Luxembourg,LUX,2021-01-31,1680
Luxembourg,LUX,2021-02-01,1905
Luxembourg,LUX,2021-02-02,2327
Luxembourg,LUX,2021-02-03,2810
Luxembourg,LUX,2021-02-04,3163
Luxembourg,LUX,2021-02-07,3688
Luxembourg,LUX,2021-02-08,4050
Luxembourg,LUX,2021-02-09,4426
Luxembourg,LUX,2021-02-10,4871
Luxembourg,LUX,2021-02-11,5259
Luxembourg,LUX,2021-02-14,5638
Luxembourg,LUX,2021-02-15,5969
Luxembourg,LUX,2021-02-16,6296
Luxembourg,LUX,2021-02-17,6514
Luxembourg,LUX,2021-02-18,7080
Luxembourg,LUX,2021-02-21,7726
Luxembourg,LUX,2021-02-22,8241
Luxembourg,LUX,2021-02-23,8862
Luxembourg,LUX,2021-02-24,9475
Luxembourg,LUX,2021-02-25,9982
Luxembourg,LUX,2021-02-28,10700
Luxembourg,LUX,2021-03-01,11466
Luxembourg,LUX,2021-03-02,11984
Luxembourg,LUX,2021-03-03,12717
Luxembourg,LUX,2021-03-04,13448
Luxembourg,LUX,2021-03-07,14118
Luxembourg,LUX,2021-03-08,14277
Luxembourg,LUX,2021-03-09,14431
Luxembourg,LUX,2021-03-10,14764
Luxembourg,LUX,2021-03-11,15307
Luxembourg,LUX,2021-03-14,15569
Malta,MLT,2021-01-24,1198
Malta,MLT,2021-01-25,1463
Malta,MLT,2021-01-26,1694
Malta,MLT,2021-01-27,2095
Malta,MLT,2021-01-28,2518
Malta,MLT,2021-01-29,2969
Malta,MLT,2021-01-30,3456
Malta,MLT,2021-01-31,3948
Malta,MLT,2021-02-01,4476
Malta,MLT,2021-02-02,4891
Malta,MLT,2021-02-03,5410
Malta,MLT,2021-02-04,6457
Malta,MLT,2021-02-05,7594
Malta,MLT,2021-02-06,8749
Malta,MLT,2021-02-07,9918
Malta,MLT,2021-02-08,11050
Malta,MLT,2021-02-09,12135
Malta,MLT,2021-02-10,12928
Malta,MLT,2021-02-11,13820
Malta,MLT,2021-02-12,14739
Malta,MLT,2021-02-13,15601
Malta,MLT,2021-02-14,16265
Malta,MLT,2021-02-15,17102
Malta,MLT,2021-02-16,17843
Malta,MLT,2021-02-17,18536
Malta,MLT,2021-02-18,19199
Malta,MLT,2021-02-19,19828
Malta,MLT,2021-02-20,20189
Malta,MLT,2021-02-21,20531
Malta,MLT,2021-02-22,21160
Malta,MLT,2021-02-23,21767
Malta,MLT,2021-02-24,22501
Malta,MLT,2021-02-25,23395
Malta,MLT,2021-02-26,25118
Malta,MLT,2021-02-27,26781
Malta,MLT,2021-02-28,28048
Malta,MLT,2021-03-01,29021
Malta,MLT,2021-03-02,29748
Malta,MLT,2021-03-03,30329
Malta,MLT,2021-03-04,31034
Malta,MLT,2021-03-05,31710
Malta,MLT,2021-03-06,32420
Malta,MLT,2021-03-07,32862
Malta,MLT,2021-03-08,34181
Malta,MLT,2021-03-09,35093
Malta,MLT,2021-03-10,36246
Malta,MLT,2021-03-11,37182
Malta,MLT,2021-03-12,38333
Malta,MLT,2021-03-13,39099
Malta,MLT,2021-03-14,39695
Mexico,MEX,2021-01-15,1958
Mexico,MEX,2021-01-16,2221
Mexico,MEX,2021-01-17,3434
Mexico,MEX,2021-01-18,6546
Mexico,MEX,2021-01-19,9609
Mexico,MEX,2021-01-20,11402
Mexico,MEX,2021-01-21,18018
Mexico,MEX,2021-01-22,20083
Mexico,MEX,2021-01-23,22472
Mexico,MEX,2021-01-24,25185
Mexico,MEX,2021-01-25,28715
Mexico,MEX,2021-01-26,31314
Mexico,MEX,2021-01-27,31314
Mexico,MEX,2021-01-28,31314
Mexico,MEX,2021-01-29,31397
Mexico,MEX,2021-01-30,39009
Mexico,MEX,2021-01-31,41842
Mexico,MEX,2021-02-01,43455
Mexico,MEX,2021-02-02,45748
Mexico,MEX,2021-02-03,54162
Mexico,MEX,2021-02-04,60742
Mexico,MEX,2021-02-05,64246
Mexico,MEX,2021-02-06,73100
Mexico,MEX,2021-02-07,75836
Mexico,MEX,2021-02-08,79429
Mexico,MEX,2021-02-09,84218
Mexico,MEX,2021-02-10,84592
Mexico,MEX,2021-02-11,85332
Mexico,MEX,2021-02-12,85887
Mexico,MEX,2021-02-13,86188
Mexico,MEX,2021-02-15,86198
Mexico,MEX,2021-02-16,86198
Mexico,MEX,2021-02-17,99666
Mexico,MEX,2021-02-19,418931
Mexico,MEX,2021-02-20,445418
Mexico,MEX,2021-02-21,453055
Mexico,MEX,2021-02-22,456217
Mexico,MEX,2021-02-23,464302
Mexico,MEX,2021-02-24,475389
Mexico,MEX,2021-02-25,526412
Mexico,MEX,2021-02-26,562311
Mexico,MEX,2021-02-27,565377
Mexico,MEX,2021-02-28,565423
Mexico,MEX,2021-03-01,567338
Mexico,MEX,2021-03-02,570582
Mexico,MEX,2021-03-03,589639
Mexico,MEX,2021-03-05,603134
Mexico,MEX,2021-03-06,603447
Mexico,MEX,2021-03-08,604339
Mexico,MEX,2021-03-09,605801
Mexico,MEX,2021-03-10,606000
Mexico,MEX,2021-03-12,609460
Mexico,MEX,2021-03-13,609874
Mexico,MEX,2021-03-14,609881
Mexico,MEX,2021-03-15,609889
Morocco,MAR,2021-02-19,4867
Morocco,MAR,2021-02-20,13476
Morocco,MAR,2021-02-22,23667
Morocco,MAR,2021-02-23,31232
Morocco,MAR,2021-02-24,37310
Morocco,MAR,2021-02-25,43626
Morocco,MAR,2021-02-26,96437
Morocco,MAR,2021-02-27,161906
Morocco,MAR,2021-03-01,232980
Morocco,MAR,2021-03-02,293857
Morocco,MAR,2021-03-03,360689
Morocco,MAR,2021-03-04,413032
Morocco,MAR,2021-03-05,499942
Morocco,MAR,2021-03-06,578942
Morocco,MAR,2021-03-08,651351
Morocco,MAR,2021-03-09,717113
Morocco,MAR,2021-03-10,854274
Morocco,MAR,2021-03-11,972079
Morocco,MAR,2021-03-12,1224959
Morocco,MAR,2021-03-13,1471738
Morocco,MAR,2021-03-15,1767472
Netherlands,NLD,2021-01-31,15692
Netherlands,NLD,2021-02-07,66409
Netherlands,NLD,2021-02-14,154445
Netherlands,NLD,2021-02-21,218713
Netherlands,NLD,2021-02-28,331671
Netherlands,NLD,2021-03-07,411935
Northern Ireland,,2021-01-03,1271
Northern Ireland,,2021-01-10,13949
Northern Ireland,,2021-01-11,15288
Northern Ireland,,2021-01-12,17840
Northern Ireland,,2021-01-13,19010
Northern Ireland,,2021-01-14,19264
Northern Ireland,,2021-01-15,19474
Northern Ireland,,2021-01-16,20174
Northern Ireland,,2021-01-17,21016
Northern Ireland,,2021-01-18,21579
Northern Ireland,,2021-01-19,21960
Northern Ireland,,2021-01-20,22326
Northern Ireland,,2021-01-21,22510
Northern Ireland,,2021-01-22,22660
Northern Ireland,,2021-01-23,22687
Northern Ireland,,2021-01-24,22713
Northern Ireland,,2021-01-25,22795
Northern Ireland,,2021-01-26,22910
Northern Ireland,,2021-01-27,23927
Northern Ireland,,2021-01-28,24070
Northern Ireland,,2021-01-29,24146
Northern Ireland,,2021-01-30,24323
Northern Ireland,,2021-01-31,24612
Northern Ireland,,2021-02-01,24882
Northern Ireland,,2021-02-02,25155
Northern Ireland,,2021-02-03,25539
Northern Ireland,,2021-02-04,26047
Northern Ireland,,2021-02-05,26531
Northern Ireland,,2021-02-06,27207
Northern Ireland,,2021-02-07,27463
Northern Ireland,,2021-02-08,27589
Northern Ireland,,2021-02-09,27772
Northern Ireland,,2021-02-10,28137
Northern Ireland,,2021-02-11,28552
Northern Ireland,,2021-02-12,28937
Northern Ireland,,2021-02-13,28976
Northern Ireland,,2021-02-14,29005
Northern Ireland,,2021-02-15,29201
Northern Ireland,,2021-02-16,29476
Northern Ireland,,2021-02-17,30012
Northern Ireland,,2021-02-18,30381
Northern Ireland,,2021-02-19,30753
Northern Ireland,,2021-02-20,30807
Northern Ireland,,2021-02-21,30796
Northern Ireland,,2021-02-22,31077
Northern Ireland,,2021-02-23,31345
Northern Ireland,,2021-02-24,31637
Northern Ireland,,2021-02-25,31898
Northern Ireland,,2021-02-26,32616
Northern Ireland,,2021-02-27,32665
Northern Ireland,,2021-02-28,33197
Northern Ireland,,2021-03-01,35370
Northern Ireland,,2021-03-02,37862
Northern Ireland,,2021-03-03,40139
Northern Ireland,,2021-03-04,41787
Northern Ireland,,2021-03-05,42096
Northern Ireland,,2021-03-06,42230
Northern Ireland,,2021-03-07,42851
Northern Ireland,,2021-03-08,44594
Northern Ireland,,2021-03-09,46927
Northern Ireland,,2021-03-10,48948
Northern Ireland,,2021-03-11,49400
Northern Ireland,,2021-03-12,50052
Northern Ireland,,2021-03-13,52407
Northern Ireland,,2021-03-14,54636
Norway,NOR,2021-01-17,5
Norway,NOR,2021-01-18,288
Norway,NOR,2021-01-19,1060
Norway,NOR,2021-01-20,1753
Norway,NOR,2021-01-21,1921
Norway,NOR,2021-01-22,1928
Norway,NOR,2021-01-23,1928
Norway,NOR,2021-01-24,1928
Norway,NOR,2021-01-25,1928
Norway,NOR,2021-01-26,4070
Norway,NOR,2021-01-27,11595
Norway,NOR,2021-01-28,18150
Norway,NOR,2021-01-29,20256
Norway,NOR,2021-01-30,20428
Norway,NOR,2021-01-31,20478
Norway,NOR,2021-02-01,20779
Norway,NOR,2021-02-02,23917
Norway,NOR,2021-02-03,32229
Norway,NOR,2021-02-04,40860
Norway,NOR,2021-02-05,45719
Norway,NOR,2021-02-06,46454
Norway,NOR,2021-02-07,46749
Norway,NOR,2021-02-08,47671
Norway,NOR,2021-02-09,50905
Norway,NOR,2021-02-10,59543
Norway,NOR,2021-02-11,68100
Norway,NOR,2021-02-12,71708
Norway,NOR,2021-02-13,72013
Norway,NOR,2021-02-14,72015
Norway,NOR,2021-02-15,72766
Norway,NOR,2021-02-16,74939
Norway,NOR,2021-02-17,85101
Norway,NOR,2021-02-18,95881
Norway,NOR,2021-02-19,100672
Norway,NOR,2021-02-20,100840
Norway,NOR,2021-02-21,100936
Norway,NOR,2021-02-22,101077
Norway,NOR,2021-02-23,106279
Norway,NOR,2021-02-24,128519
Norway,NOR,2021-02-25,153505
Norway,NOR,2021-02-26,163415
Norway,NOR,2021-02-27,163612
Norway,NOR,2021-02-28,163771
Norway,NOR,2021-03-01,163833
Norway,NOR,2021-03-02,167639
Norway,NOR,2021-03-03,185561
Norway,NOR,2021-03-04,203859
Norway,NOR,2021-03-05,210254
Norway,NOR,2021-03-06,210730
Norway,NOR,2021-03-07,210730
Norway,NOR,2021-03-08,210776
Norway,NOR,2021-03-09,214924
Norway,NOR,2021-03-10,231886
Norway,NOR,2021-03-11,247986
Norway,NOR,2021-03-12,255832
Norway,NOR,2021-03-13,256120
Norway,NOR,2021-03-14,256120
Oman,OMN,2021-01-17,673
Oman,OMN,2021-01-18,1985
Oman,OMN,2021-01-19,3276
Oman,OMN,2021-01-20,4775
Oman,OMN,2021-01-23,5902
Oman,OMN,2021-01-24,7992
Oman,OMN,2021-01-25,9833
Oman,OMN,2021-01-26,11433
Oman,OMN,2021-01-27,12272
Oman,OMN,2021-02-08,12272
Oman,OMN,2021-02-09,12272
Oman,OMN,2021-02-10,12272
Oman,OMN,2021-02-11,12272
Oman,OMN,2021-02-12,12272
Oman,OMN,2021-02-13,12272
Oman,OMN,2021-02-14,12272
Oman,OMN,2021-02-15,12272
Oman,OMN,2021-02-16,19019
Oman,OMN,2021-02-17,19019
Oman,OMN,2021-02-18,19019
Oman,OMN,2021-02-19,19019
Oman,OMN,2021-02-20,19019
Oman,OMN,2021-02-21,19019
Oman,OMN,2021-02-22,19019
Oman,OMN,2021-02-23,19019
Oman,OMN,2021-03-09,19019
Oman,OMN,2021-03-10,19019
Oman,OMN,2021-03-15,19019
Peru,PER,2021-03-02,1467
Peru,PER,2021-03-03,11300
Peru,PER,2021-03-04,34018
Peru,PER,2021-03-05,58928
Peru,PER,2021-03-06,70343
Peru,PER,2021-03-07,71889
Peru,PER,2021-03-08,80359
Peru,PER,2021-03-09,84999
Peru,PER,2021-03-10,88881
Peru,PER,2021-03-11,92858
Peru,PER,2021-03-12,104322
Peru,PER,2021-03-13,120317
Peru,PER,2021-03-14,121937
Poland,POL,2021-01-17,671
Poland,POL,2021-01-18,3468
Poland,POL,2021-01-19,11174
Poland,POL,2021-01-20,24992
Poland,POL,2021-01-21,39686
Poland,POL,2021-01-22,45479
Poland,POL,2021-01-23,46980
Poland,POL,2021-01-24,47721
Poland,POL,2021-01-25,75765
Poland,POL,2021-01-26,123044
Poland,POL,2021-01-27,149779
Poland,POL,2021-01-28,179128
Poland,POL,2021-01-29,195481
Poland,POL,2021-01-30,198478
Poland,POL,2021-01-31,200537
Poland,POL,2021-02-01,233129
Poland,POL,2021-02-02,289190
Poland,POL,2021-02-03,344432
Poland,POL,2021-02-04,395375
Poland,POL,2021-02-05,424730
Poland,POL,2021-02-06,440365
Poland,POL,2021-02-07,450496
Poland,POL,2021-02-09,482146
Poland,POL,2021-02-11,580607
Poland,POL,2021-02-12,624907
Poland,POL,2021-02-13,640650
Poland,POL,2021-02-14,645971
Poland,POL,2021-02-15,658235
Poland,POL,2021-02-16,691380
Poland,POL,2021-02-17,774060
Poland,POL,2021-02-18,865884
Poland,POL,2021-02-19,916935
Poland,POL,2021-02-20,925682
Poland,POL,2021-02-21,929965
Poland,POL,2021-02-22,934782
Poland,POL,2021-02-24,1031518
Poland,POL,2021-02-26,1168058
Poland,POL,2021-02-28,1186747
Poland,POL,2021-03-01,1192900
Poland,POL,2021-03-03,1281179
Poland,POL,2021-03-04,1366648
Poland,POL,2021-03-06,1424715
Poland,POL,2021-03-08,1434640
Poland,POL,2021-03-09,1445170
Poland,POL,2021-03-11,1555400
Poland,POL,2021-03-12,1595520
Poland,POL,2021-03-13,1602745
Poland,POL,2021-03-14,1606154
Portugal,PRT,2021-01-17,1161
Portugal,PRT,2021-01-18,1825
Portugal,PRT,2021-01-19,9443
Portugal,PRT,2021-01-20,18618
Portugal,PRT,2021-01-21,23592
Portugal,PRT,2021-01-22,25996
Portugal,PRT,2021-01-23,30036
Portugal,PRT,2021-01-24,30553
Portugal,PRT,2021-01-30,65461
Portugal,PRT,2021-01-31,68385
Portugal,PRT,2021-02-01,68752
Portugal,PRT,2021-02-02,70695
Portugal,PRT,2021-02-03,75852
Portugal,PRT,2021-02-04,84975
Portugal,PRT,2021-02-05,94916
Portugal,PRT,2021-02-06,103786
Portugal,PRT,2021-02-07,104526
Portugal,PRT,2021-02-08,104613
Portugal,PRT,2021-02-09,106055
Portugal,PRT,2021-02-10,116559
Portugal,PRT,2021-02-11,133078
Portugal,PRT,2021-02-12,157604
Portugal,PRT,2021-02-13,184694
Portugal,PRT,2021-02-14,194530
Portugal,PRT,2021-02-15,197700
Portugal,PRT,2021-02-16,203286
Portugal,PRT,2021-02-17,209318
Portugal,PRT,2021-02-18,217271
Portugal,PRT,2021-02-19,229975
Portugal,PRT,2021-02-20,242929
Portugal,PRT,2021-02-21,246433
Portugal,PRT,2021-02-22,247843
Portugal,PRT,2021-02-23,249567
Portugal,PRT,2021-02-24,251788
Portugal,PRT,2021-02-25,255277
Portugal,PRT,2021-02-26,258369
Portugal,PRT,2021-02-27,263825
Portugal,PRT,2021-02-28,265110
Portugal,PRT,2021-03-01,265366
Portugal,PRT,2021-03-02,266716
Portugal,PRT,2021-03-03,268381
Portugal,PRT,2021-03-04,273414
Portugal,PRT,2021-03-05,279223
Portugal,PRT,2021-03-06,287830
Portugal,PRT,2021-03-07,291983
Portugal,PRT,2021-03-08,293338
Portugal,PRT,2021-03-09,295516
Portugal,PRT,2021-03-10,297422
Portugal,PRT,2021-03-11,306420
Portugal,PRT,2021-03-12,320723
Portugal,PRT,2021-03-13,334195
Portugal,PRT,2021-03-14,339560
Portugal,PRT,2021-03-15,340707
Romania,ROU,2021-01-17,875
Romania,ROU,2021-01-18,1950
Romania,ROU,2021-01-19,2621
Romania,ROU,2021-01-20,5813
Romania,ROU,2021-01-21,9843
Romania,ROU,2021-01-22,11254
Romania,ROU,2021-01-23,12878
Romania,ROU,2021-01-24,13155
Romania,ROU,2021-01-25,25063
Romania,ROU,2021-01-26,40666
Romania,ROU,2021-01-27,57274
Romania,ROU,2021-01-28,75049
Romania,ROU,2021-01-29,92075
Romania,ROU,2021-01-30,101304
Romania,ROU,2021-01-31,106196
Romania,ROU,2021-02-01,123048
Romania,ROU,2021-02-02,138348
Romania,ROU,2021-02-03,152025
Romania,ROU,2021-02-04,165515
Romania,ROU,2021-02-05,182665
Romania,ROU,2021-02-06,193121
Romania,ROU,2021-02-07,200144
Romania,ROU,2021-02-08,230285
Romania,ROU,2021-02-09,263212
Romania,ROU,2021-02-10,299518
Romania,ROU,2021-02-11,334187
Romania,ROU,2021-02-12,369464
Romania,ROU,2021-02-13,400749
Romania,ROU,2021-02-14,427340
Romania,ROU,2021-02-15,454168
Romania,ROU,2021-02-16,481340
Romania,ROU,2021-02-17,505479
Romania,ROU,2021-02-18,526475
Romania,ROU,2021-02-19,547115
Romania,ROU,2021-02-20,562771
Romania,ROU,2021-02-21,576125
Romania,ROU,2021-02-22,589640
Romania,ROU,2021-02-23,601572
Romania,ROU,2021-02-24,611552
Romania,ROU,2021-02-25,614546
Romania,ROU,2021-02-26,615964
Romania,ROU,2021-02-27,616594
Romania,ROU,2021-02-28,617111
Romania,ROU,2021-03-01,618240
Romania,ROU,2021-03-02,619182
Romania,ROU,2021-03-03,619808
Romania,ROU,2021-03-04,627159
Romania,ROU,2021-03-05,636053
Romania,ROU,2021-03-06,645707
Romania,ROU,2021-03-07,653567
Romania,ROU,2021-03-08,658741
Romania,ROU,2021-03-09,664642
Romania,ROU,2021-03-10,673685
Romania,ROU,2021-03-11,683929
Romania,ROU,2021-03-12,694548
Romania,ROU,2021-03-13,705229
Romania,ROU,2021-03-14,714206
Russia,RUS,2021-02-10,1700000
Russia,RUS,2021-03-01,1098634
Russia,RUS,2021-03-02,1091497
Russia,RUS,2021-03-03,1201919
Russia,RUS,2021-03-04,1309569
Russia,RUS,2021-03-05,1393676
Russia,RUS,2021-03-06,1501746
Russia,RUS,2021-03-07,1527349
Russia,RUS,2021-03-08,1532861
Russia,RUS,2021-03-09,1544760
Russia,RUS,2021-03-10,1775478
Russia,RUS,2021-03-11,1907924
Russia,RUS,2021-03-12,1997217
Russia,RUS,2021-03-13,2115148
Russia,RUS,2021-03-14,2153756
Scotland,,2021-01-03,44
Scotland,,2021-01-10,2758
Scotland,,2021-01-11,2857
Scotland,,2021-01-12,2990
Scotland,,2021-01-13,3190
Scotland,,2021-01-14,3331
Scotland,,2021-01-15,3512
Scotland,,2021-01-16,3657
Scotland,,2021-01-17,3698
Scotland,,2021-01-18,3886
Scotland,,2021-01-19,4170
Scotland,,2021-01-20,4466
Scotland,,2021-01-21,4689
Scotland,,2021-01-22,5188
Scotland,,2021-01-23,5383
Scotland,,2021-01-24,5538
Scotland,,2021-01-25,6060
Scotland,,2021-01-26,6596
Scotland,,2021-01-27,6783
Scotland,,2021-01-28,7095
Scotland,,2021-01-29,7638
Scotland,,2021-01-30,7794
Scotland,,2021-01-31,7849
Scotland,,2021-02-01,8345
Scotland,,2021-02-02,8758
Scotland,,2021-02-03,9031
Scotland,,2021-02-04,9529
Scotland,,2021-02-05,10332
Scotland,,2021-02-06,10582
Scotland,,2021-02-07,10690
Scotland,,2021-02-08,12257
Scotland,,2021-02-09,12866
Scotland,,2021-02-10,13195
Scotland,,2021-02-11,13566
Scotland,,2021-02-12,14009
Scotland,,2021-02-13,14281
Scotland,,2021-02-14,14501
Scotland,,2021-02-15,17137
Scotland,,2021-02-16,20409
Scotland,,2021-02-17,24169
Scotland,,2021-02-18,29015
Scotland,,2021-02-19,33473
Scotland,,2021-02-20,35479
Scotland,,2021-02-21,37342
Scotland,,2021-02-22,43203
Scotland,,2021-02-23,50121
Scotland,,2021-02-24,56661
Scotland,,2021-02-25,65340
Scotland,,2021-02-26,72178
Scotland,,2021-02-27,76512
Scotland,,2021-02-28,78865
Scotland,,2021-03-01,84445
Scotland,,2021-03-02,92550
Scotland,,2021-03-03,100058
Scotland,,2021-03-04,108197
Scotland,,2021-03-05,114081
Scotland,,2021-03-06,115930
Scotland,,2021-03-07,118732
Scotland,,2021-03-08,123686
Scotland,,2021-03-09,132760
Scotland,,2021-03-10,141433
Scotland,,2021-03-11,149409
Scotland,,2021-03-12,156250
Scotland,,2021-03-13,160038
Scotland,,2021-03-14,161945
Serbia,SRB,2021-02-10,47665
Serbia,SRB,2021-02-12,126149
Serbia,SRB,2021-02-14,182000
Serbia,SRB,2021-02-23,472769
Serbia,SRB,2021-02-24,487359
Serbia,SRB,2021-02-25,497729
Serbia,SRB,2021-02-26,507000
Serbia,SRB,2021-02-27,511807
Serbia,SRB,2021-02-28,511999
Serbia,SRB,2021-03-01,524231
Serbia,SRB,2021-03-02,530863
Serbia,SRB,2021-03-03,534751
Serbia,SRB,2021-03-04,563922
Serbia,SRB,2021-03-05,593617
Serbia,SRB,2021-03-06,620067
Serbia,SRB,2021-03-07,620853
Serbia,SRB,2021-03-08,623424
Serbia,SRB,2021-03-09,625707
Serbia,SRB,2021-03-10,647019
Serbia,SRB,2021-03-11,666146
Serbia,SRB,2021-03-12,701100
Serbia,SRB,2021-03-13,738756
Serbia,SRB,2021-03-14,782668
Serbia,SRB,2021-03-15,791269
Seychelles,SYC,2021-02-03,5
Seychelles,SYC,2021-02-06,1586
Seychelles,SYC,2021-02-08,3980
Seychelles,SYC,2021-02-09,6700
Seychelles,SYC,2021-02-10,10335
Seychelles,SYC,2021-02-11,13867
Seychelles,SYC,2021-02-13,14181
Seychelles,SYC,2021-02-15,16441
Seychelles,SYC,2021-02-16,18176
Seychelles,SYC,2021-02-17,19512
Seychelles,SYC,2021-02-18,20665
Seychelles,SYC,2021-02-19,21599
Seychelles,SYC,2021-02-21,21599
Seychelles,SYC,2021-02-23,23380
Seychelles,SYC,2021-02-25,23519
Seychelles,SYC,2021-02-27,23549
Seychelles,SYC,2021-03-01,24230
Seychelles,SYC,2021-03-03,24602
Seychelles,SYC,2021-03-04,24620
Seychelles,SYC,2021-03-08,26567
Seychelles,SYC,2021-03-10,26894
Seychelles,SYC,2021-03-11,27036
Singapore,SGP,2021-01-27,50
Singapore,SGP,2021-01-31,50
Singapore,SGP,2021-02-02,6000
Singapore,SGP,2021-02-10,6000
Singapore,SGP,2021-02-18,110000
Singapore,SGP,2021-03-01,207324
Singapore,SGP,2021-03-04,215000
Singapore,SGP,2021-03-07,217000
Singapore,SGP,2021-03-08,218694
Singapore,SGP,2021-03-15,243000
Slovakia,SVK,2021-01-18,582
Slovakia,SVK,2021-01-19,1043
Slovakia,SVK,2021-01-20,1907
Slovakia,SVK,2021-01-21,2555
Slovakia,SVK,2021-01-22,2688
Slovakia,SVK,2021-01-23,2688
Slovakia,SVK,2021-01-24,2688
Slovakia,SVK,2021-01-25,4981
Slovakia,SVK,2021-01-26,5237
Slovakia,SVK,2021-01-27,5509
Slovakia,SVK,2021-01-28,7031
Slovakia,SVK,2021-01-29,9365
Slovakia,SVK,2021-01-30,9368
Slovakia,SVK,2021-01-31,9536
Slovakia,SVK,2021-02-01,12445
Slovakia,SVK,2021-02-02,15890
Slovakia,SVK,2021-02-03,18220
Slovakia,SVK,2021-02-04,23771
Slovakia,SVK,2021-02-05,30436
Slovakia,SVK,2021-02-06,31132
Slovakia,SVK,2021-02-07,31132
Slovakia,SVK,2021-02-08,35018
Slovakia,SVK,2021-02-09,42558
Slovakia,SVK,2021-02-10,49064
Slovakia,SVK,2021-02-11,55665
Slovakia,SVK,2021-02-12,62058
Slovakia,SVK,2021-02-13,62477
Slovakia,SVK,2021-02-14,62682
Slovakia,SVK,2021-02-15,69479
Slovakia,SVK,2021-02-16,75827
Slovakia,SVK,2021-02-17,81885
Slovakia,SVK,2021-02-18,88482
Slovakia,SVK,2021-02-19,95326
Slovakia,SVK,2021-02-20,95609
Slovakia,SVK,2021-02-21,95609
Slovakia,SVK,2021-02-22,102499
Slovakia,SVK,2021-02-23,109060
Slovakia,SVK,2021-02-24,115880
Slovakia,SVK,2021-02-25,123739
Slovakia,SVK,2021-02-26,132802
Slovakia,SVK,2021-02-27,133686
Slovakia,SVK,2021-02-28,133686
Slovakia,SVK,2021-03-01,142891
Slovakia,SVK,2021-03-02,152573
Slovakia,SVK,2021-03-03,161722
Slovakia,SVK,2021-03-04,170404
Slovakia,SVK,2021-03-05,177630
Slovakia,SVK,2021-03-06,179688
Slovakia,SVK,2021-03-07,179880
Slovakia,SVK,2021-03-08,188463
Slovakia,SVK,2021-03-09,195246
Slovakia,SVK,2021-03-10,201865
Slovakia,SVK,2021-03-11,208704
Slovakia,SVK,2021-03-12,214468
Slovakia,SVK,2021-03-13,216420
Slovakia,SVK,2021-03-14,216420
Slovenia,SVN,2021-01-18,165
Slovenia,SVN,2021-01-19,1785
Slovenia,SVN,2021-01-20,5172
Slovenia,SVN,2021-01-21,8541
Slovenia,SVN,2021-01-22,9510
Slovenia,SVN,2021-01-23,9993
Slovenia,SVN,2021-01-24,10126
Slovenia,SVN,2021-01-25,10131
Slovenia,SVN,2021-01-26,11835
Slovenia,SVN,2021-01-27,16497
Slovenia,SVN,2021-01-28,21956
Slovenia,SVN,2021-01-29,25933
Slovenia,SVN,2021-01-30,26032
Slovenia,SVN,2021-01-31,26034
Slovenia,SVN,2021-02-01,26067
Slovenia,SVN,2021-02-02,27162
Slovenia,SVN,2021-02-03,31765
Slovenia,SVN,2021-02-04,38493
Slovenia,SVN,2021-02-05,43752
Slovenia,SVN,2021-02-06,44325
Slovenia,SVN,2021-02-07,44325
Slovenia,SVN,2021-02-08,44325
Slovenia,SVN,2021-02-09,44356
Slovenia,SVN,2021-02-10,45069
Slovenia,SVN,2021-02-11,46785
Slovenia,SVN,2021-02-12,48526
Slovenia,SVN,2021-02-13,48715
Slovenia,SVN,2021-02-14,48731
Slovenia,SVN,2021-02-15,48739
Slovenia,SVN,2021-02-16,48810
Slovenia,SVN,2021-02-17,49434
Slovenia,SVN,2021-02-18,50149
Slovenia,SVN,2021-02-19,50746
Slovenia,SVN,2021-02-20,50765
Slovenia,SVN,2021-02-21,50765
Slovenia,SVN,2021-02-22,50770
Slovenia,SVN,2021-02-23,50778
Slovenia,SVN,2021-02-24,50955
Slovenia,SVN,2021-02-25,51149
Slovenia,SVN,2021-02-26,51704
Slovenia,SVN,2021-02-27,51715
Slovenia,SVN,2021-02-28,51715
Slovenia,SVN,2021-03-01,51715
Slovenia,SVN,2021-03-02,51733
Slovenia,SVN,2021-03-03,52562
Slovenia,SVN,2021-03-04,56985
Slovenia,SVN,2021-03-05,62573
Slovenia,SVN,2021-03-06,63166
Slovenia,SVN,2021-03-07,63166
Slovenia,SVN,2021-03-08,63562
Slovenia,SVN,2021-03-09,64058
Slovenia,SVN,2021-03-10,68933
Slovenia,SVN,2021-03-11,76770
Slovenia,SVN,2021-03-12,81723
Slovenia,SVN,2021-03-13,83867
